Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef,Matches
2296,Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19,6,0.32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,Rubén,ESP,"DF,MF",Espanyol,La Liga,21,2001,9.9,19,1.92,15,0,3,0,0,1,4,0.4,3,0,1,0,0,0,0
2298,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,18,0.67,16,0,0,1,1,0,1,0.04,0,0,0,1,0,0,0
2299,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,23,2.61,11,12,0,0,0,0,2,0.23,2,0,0,0,0,0,0
2300,Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,9.2,17,1.85,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0,0
2302,Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,87,4.48,63,21,1,0,1,1,13,0.67,11,1,0,0,0,1,0
2303,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,26,1996,16.2,37,2.28,26,0,5,4,1,1,1,0.06,1,0,0,0,0,0,0
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21,41,1.95,37,0,1,2,0,1,6,0.29,6,0,0,0,0,0,0
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,4,0.65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,Georginio Rutter,FRA,"FW,MF","Leeds United,Hoffenheim","Premier League,Bundesliga",20,2002,14.2,43,3.03,27,0,9,2,5,0,5,0.35,3,0,2,0,0,0,0
2312,Julian Ryerson,NOR,DF,"Union Berlin,Dortmund","Bundesliga,Bundesliga",24,1997,27.2,55,2.02,41,4,7,2,1,0,0,0,0,0,0,0,0,0,0
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29,7,0.24,7,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,33,1.76,19,2,7,1,3,1,2,0.11,0,0,1,1,0,0,0
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,3,0.42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,41,3.45,22,7,3,4,5,0,0,0,0,0,0,0,0,0,0
2319,Marcel Sabitzer,AUT,MF,"Manchester Utd,Bayern Munich","Premier League,Bundesliga",28,1994,14,31,2.21,25,1,0,1,2,2,4,0.29,4,0,0,0,0,0,0
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,38,1.32,33,2,2,0,0,1,7,0.24,6,0,0,0,0,1,0
2322,Umar Sadiq,NGA,FW,"Almería,Real Sociedad","La Liga,La Liga",25,1997,3.6,7,1.94,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,63,4.04,42,5,7,7,2,0,6,0.38,5,0,1,0,0,0,0
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,23,3.19,11,0,9,3,0,0,3,0.42,0,0,2,1,0,0,0
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,65,5.24,49,0,10,3,3,0,10,0.81,7,0,2,0,1,0,0
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,11,1.86,7,4,0,0,0,0,1,0.17,1,0,0,0,0,0,0
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,6,2.22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1,0
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,71,3.86,57,8,1,3,2,0,3,0.16,3,0,0,0,0,0,0
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,4,0.47,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,2,1.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,12,4.8,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,140,3.83,106,2,12,12,6,2,24,0.66,17,1,0,2,3,1,0
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0,0
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,1,0.24,0,0,0,1,0,0,1,0.24,0,0,0,1,0,0,0
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0,0
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0,0
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,39,3.51,23,1,4,2,8,1,5,0.45,3,0,1,0,1,0,0
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,22,0.75,18,0,0,2,1,1,5,0.17,4,0,0,0,1,0,0
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,19,3.52,15,0,0,3,0,1,1,0.19,0,0,0,0,0,1,0
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,98,4.78,54,27,6,7,1,3,10,0.49,4,3,0,1,0,2,0
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,64,2.16,35,0,12,7,8,2,9,0.3,3,0,3,1,2,0,0
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,Albert Sambi Lokonga,BEL,MF,"Arsenal,Crystal Palace","Premier League,Premier League",22,1999,8.2,10,1.22,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,22,2.86,17,0,4,1,0,0,1,0.13,1,0,0,0,0,0,0
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,99,3.08,63,1,16,7,11,1,14,0.44,8,0,1,3,2,0,0
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,18,0.88,15,0,0,2,0,1,2,0.1,1,0,0,1,0,0,0
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27,50,1.85,41,0,5,2,1,1,5,0.19,5,0,0,0,0,0,0
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,95,3.38,76,1,7,5,5,1,6,0.21,4,0,0,1,1,0,0
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8,19,2.38,15,1,0,3,0,0,1,0.13,0,0,0,1,0,0,0
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,116,3.89,87,2,5,10,11,1,11,0.37,5,0,1,3,2,0,0
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12,18,1.5,12,0,1,3,2,0,0,0,0,0,0,0,0,0,0
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,5,0.53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,42,3.28,31,4,4,2,1,0,2,0.16,1,1,0,0,0,0,0
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,16,0.6,14,0,1,0,1,0,3,0.11,3,0,0,0,0,0,0
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,61,2.58,55,1,2,0,1,2,4,0.17,3,0,0,0,1,0,0
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23,2,0.09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,87,4.65,80,1,4,2,0,0,9,0.48,7,0,2,0,0,0,0
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,36,1.81,32,0,2,0,1,1,3,0.15,3,0,0,0,0,0,0
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,93,4.17,72,1,7,7,4,2,15,0.67,13,0,0,2,0,0,0
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,Morgan Sanson,FRA,MF,"Aston Villa,Strasbourg","Premier League,Ligue 1",27,1994,15.9,48,3.02,34,3,1,6,2,2,5,0.31,3,0,0,1,0,1,0
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,31,3.78,19,3,3,2,4,0,7,0.85,3,1,0,1,2,0,0
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,37,1.84,35,0,0,2,0,0,1,0.05,1,0,0,0,0,0,0
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,49,3.66,36,0,4,5,3,1,5,0.37,4,0,0,1,0,0,0
2372,Pablo Sarabia,ESP,"FW,MF","Wolves,Paris S-G","Premier League,Ligue 1",30,1992,12.6,50,3.97,33,11,0,5,1,0,1,0.08,1,0,0,0,0,0,0
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2,10,5,6,0,1,2,1,0,2,1,2,0,0,0,0,0,0
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6,9,1.5,7,0,0,0,2,0,2,0.33,2,0,0,0,0,0,0
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8,8,1,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,0
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,32,1.69,19,0,4,5,4,0,3,0.16,2,0,0,1,0,0,0
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,130,4.59,63,41,11,1,14,0,11,0.39,6,4,0,0,1,0,0
2382,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
2383,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,11,0.51,11,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0
2384,Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,35,1.43,26,4,1,1,3,0,3,0.12,2,1,0,0,0,0,0
2385,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,25.9,33,1.27,29,1,2,0,0,1,5,0.19,5,0,0,0,0,0,0
2386,Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,24,2.33,20,0,1,2,0,1,1,0.1,1,0,0,0,0,0,0
2387,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,28,1994,2,10,5,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0
2388,Kevin Schade,GER,FW,"Brentford,Freiburg","Premier League,Bundesliga",20,2001,10.1,28,2.77,15,0,6,2,5,0,4,0.4,3,0,1,0,0,0,0
2390,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,10,1.04,8,0,0,0,2,0,2,0.21,1,0,0,0,1,0,0
2391,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,59,1.66,43,0,2,9,2,3,8,0.22,5,0,0,0,1,2,0
2392,Derry Scherhant,GER,"FW,MF",Hertha BSC,Bundesliga,19,2002,3.2,4,1.25,1,0,2,1,0,0,1,0.31,0,0,1,0,0,0,0
2393,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,28,2.67,21,0,1,3,3,0,2,0.19,2,0,0,0,0,0,0
2394,Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,12.1,27,2.23,20,2,0,3,2,0,4,0.33,2,1,0,1,0,0,0
2395,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,30,1.8,26,0,0,0,2,2,6,0.36,6,0,0,0,0,0,0
2396,Keven Schlotterbeck,GER,DF,"Freiburg,Bochum","Bundesliga,Bundesliga",25,1997,8.4,5,0.6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2398,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25,32,1.28,24,0,2,3,1,2,7,0.28,5,0,0,0,0,2,0
2399,Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,29,1992,28.1,44,1.57,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1,0
2400,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36,10,0.28,7,3,0,0,0,0,1,0.03,0,1,0,0,0,0,0
2401,Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2402,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,22,2000,16.9,49,2.9,43,0,3,1,2,0,3,0.18,3,0,0,0,0,0,0
2403,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,3,1.07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,50,4.13,39,1,4,3,3,0,3,0.25,1,0,0,1,1,0,0
2405,Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,52,1.93,42,9,0,0,1,0,4,0.15,4,0,0,0,0,0,0
2406,Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,56,2.01,53,0,0,2,0,1,6,0.22,6,0,0,0,0,0,0
2407,Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.8,20,0.78,14,0,3,1,1,1,2,0.08,2,0,0,0,0,0,0
2408,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0
2409,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,10,0.44,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2410,Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,2,1.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,Demba Seck,SEN,"MF,FW",Torino,Serie A,21,2001,5.8,14,2.41,12,0,1,0,1,0,1,0.17,1,0,0,0,0,0,0
2412,Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,17,1.72,12,0,2,1,2,0,3,0.3,2,0,1,0,0,0,0
2413,Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
2414,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,21,2.73,19,0,0,1,0,1,3,0.39,3,0,0,0,0,0,0
2416,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,23,0.84,15,0,1,1,4,2,1,0.04,1,0,0,0,0,0,0
2417,Davie Selke,GER,FW,"Hertha BSC,Köln","Bundesliga,Bundesliga",27,1995,12.8,30,2.34,19,0,3,5,3,0,4,0.31,1,0,1,1,1,0,0
2419,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38,4,0.11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,35,1.2,28,0,0,4,3,0,3,0.1,3,0,0,0,0,0,0
2421,Vivaldo Semedo,POR,"FW,MF",Udinese,Serie A,17,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,22,2000,2.9,7,2.41,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2423,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,16,0.58,14,1,0,1,0,0,3,0.11,3,0,0,0,0,0,0
2425,Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18,63,3.5,38,18,0,2,4,1,8,0.44,7,0,0,0,1,0,0
2426,Jaime Seoane,ESP,"MF,FW",Getafe,La Liga,25,1997,3.6,10,2.78,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2427,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,41,1.82,29,1,4,2,4,1,4,0.18,4,0,0,0,0,0,0
2429,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,55,2.14,40,5,1,3,5,1,4,0.16,3,0,0,0,1,0,0
2430,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9,23,2.56,16,0,0,5,1,1,2,0.22,1,0,0,1,0,0,0
2431,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,29,1992,16.9,72,4.26,49,8,9,4,2,0,7,0.41,4,0,1,1,1,0,0
2432,Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,67,2.36,50,9,3,1,4,0,7,0.25,6,0,0,0,1,0,0
2434,Jonjo Shelvey,ENG,MF,"Newcastle Utd,Nott'ham Forest","Premier League,Premier League",30,1992,6.4,16,2.5,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2436,Eldor Shomurodov,UZB,FW,"Spezia,Roma","Serie A,Serie A",27,1995,10.3,21,2.04,18,0,3,0,0,0,1,0.1,1,0,0,0,0,0,0
2438,Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24,1998,2.4,4,1.67,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2439,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,14,1.89,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0
2440,Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22,28,1.27,16,8,1,1,2,0,5,0.23,2,1,1,1,0,0,0
2441,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,63,3.26,46,0,4,7,6,0,10,0.52,7,0,0,3,0,0,0
2442,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,27,1994,24.5,75,3.06,65,1,4,1,3,1,12,0.49,11,0,0,0,1,0,0
2443,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,96,2.98,63,28,2,1,1,1,14,0.43,7,6,0,0,1,0,0
2444,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,77,3.58,67,0,3,4,1,2,14,0.65,13,0,0,0,0,1,0
2445,Rui Silva,POR,GK,Betis,La Liga,28,1994,26,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,18,0.69,16,1,0,1,0,0,2,0.08,2,0,0,0,0,0,0
2447,Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38,8,0.21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,34,1.67,24,0,1,4,5,0,7,0.34,2,0,1,1,3,0,0
2449,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,28,1.73,21,0,3,2,2,0,1,0.06,0,0,0,1,0,0,0
2450,Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,11,2.44,10,0,0,1,0,0,3,0.67,3,0,0,0,0,0,0
2451,Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,6,2.4,4,0,1,1,0,0,2,0.8,1,0,1,0,0,0,0
2452,Simo,ESP,DF,Espanyol,La Liga,17,2005,1.6,1,0.63,1,0,0,0,0,0,1,0.63,1,0,0,0,0,0,0
2453,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27,1995,26.1,85,3.26,58,10,7,7,3,0,4,0.15,4,0,0,0,0,0,0
2454,Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,22,1999,17.4,61,3.51,42,0,4,9,5,1,7,0.4,3,0,0,2,2,0,0
2456,Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,45,1.98,29,0,7,7,2,0,4,0.18,2,0,1,1,0,0,0
2457,Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,33,3.44,26,0,2,2,2,1,2,0.21,0,0,1,0,0,1,0
2458,Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27,1995,3.8,9,2.37,7,0,1,1,0,0,3,0.79,2,0,0,1,0,0,0
2459,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,32,2.19,25,0,0,2,4,1,2,0.14,2,0,0,0,0,0,0
2463,Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,35,1.64,32,0,0,3,0,0,1,0.05,1,0,0,0,0,0,0
2464,Tim Skarke,GER,"DF,MF","Union Berlin,Schalke 04","Bundesliga,Bundesliga",25,1996,5.5,20,3.64,13,4,0,1,1,1,1,0.18,1,0,0,0,0,0,0
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,56,1.77,48,0,1,5,0,2,5,0.16,5,0,0,0,0,0,0
2467,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,27,1.63,24,0,0,0,2,1,1,0.06,0,0,0,0,1,0,0
2468,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,2,0.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37,4,0.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15,46,3.07,28,8,2,5,3,0,3,0.2,2,0,0,1,0,0,0
2471,Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,11,0.56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,3,10,3,0,0,0,0,0,1,3.33,1,0,0,0,0,0,0
2473,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11,23,2.09,22,0,0,1,0,0,3,0.27,3,0,0,0,0,0,0
2474,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,16,0.51,14,1,0,1,0,0,1,0.03,1,0,0,0,0,0,0
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,29,0.89,25,1,0,2,0,1,2,0.06,2,0,0,0,0,0,0
2476,Emile Smith Rowe,ENG,"MF,FW",Arsenal,Premier League,22,2000,1.9,9,4.74,6,1,0,2,0,0,1,0.53,1,0,0,0,0,0,0
2477,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,1,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,Cédric Soares,POR,DF,"Arsenal,Fulham","Premier League,Premier League",30,1991,2.5,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2480,Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,34,1.73,30,1,0,0,2,1,2,0.1,2,0,0,0,0,0,0
2481,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,20,2.06,13,0,2,0,3,2,2,0.21,1,0,0,0,0,1,0
2482,Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30,1992,27.4,53,1.93,39,0,1,4,6,3,5,0.18,5,0,0,0,0,0,0
2483,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,6,1.54,3,2,0,0,1,0,2,0.51,1,0,0,0,1,0,0
2484,Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,24,1997,31.8,61,1.92,36,1,11,10,2,1,13,0.41,10,1,0,2,0,0,0
